states,year,y,autoregression data,cholesterol,diabetes mellitus,diabetic,diabetic diet,endocrine,glucose,glycogen,hypertension,obesity,sclerosis,signs of diabetes,sugar level,type 1 diabetes,type 2 diabetes
Florida,2013,11.10,11.4,49.15892678226568,24.326476538987293,43.42014653584684,28.01150423857423,29.658127954087885,68.42393774351157,36.10866621286432,40.284942077474696,18.724193887568834,23.097663290457096,39.7837346843725,118.68104012487144,37.13864799568157,48.338717943628424
Georgia,2013,10.80,9.9,47.19256971097506,19.21326809448678,41.89663262230835,29.70347429325321,31.613608918093682,64.50154640789626,33.47299714623189,37.81851705232319,20.971097154077093,22.563613272180636,50.71844538709477,139.75524351153086,38.26406157130829,48.338717943628424
Idaho,2013,8.40,8.3,48.721958544201094,32.228707771397175,53.57690595943674,27.071520874863687,37.1541383161101,92.82992827622907,61.67465615919892,48.09528799045449,33.578721038373445,28.838700986929094,58.62866164012789,0.0,68.3688747193229,69.53991002416721
Illinois,2013,9.80,9.4,47.19256971097506,19.21326809448678,39.865280737590375,22.93559407453729,24.769425544073396,67.11647396497312,35.31796549287459,38.02405247108581,21.22075307257801,25.367375868132076,44.43680306850963,117.5718715255736,41.92165569209511,50.03481331007153
Indiana,2013,11.00,10.9,54.62102975807298,26.805607906017844,54.08474393061624,38.539317912132326,35.361614099104784,94.1373920547675,49.02344463936324,46.03993380282823,28.585602668355083,28.70518848235998,51.41640564471533,0.0,61.89774665946929,68.9745449020195
Iowa,2013,9.30,9.7,52.436188567750065,22.931965145032606,51.545554074718765,26.883524202121574,36.66526807510865,86.72843064304968,53.76764895930162,43.573508777676714,30.83250593486334,29.105725996067328,56.76743428647303,0.0,57.67744575086911,64.4516239248379
Kansas,2013,9.50,9.4,47.848022068071934,22.00229088239615,50.022040161180286,30.831454329705863,28.680387472084988,73.2179715981525,37.69006765284378,41.107083752525206,22.21937674658168,24.83332584985561,53.51028641757705,0.0,45.01654302506858,54.275051726179285
Kentucky,2013,10.60,10.6,52.217704448717775,25.411096512063157,59.41704262800094,42.67524471245873,35.850484340106235,79.31946923133188,37.69006765284378,48.30082340921711,27.337323075850495,30.44085104175849,59.093968478541605,0.0,55.98932538742904,66.147719291281
Louisiana,2013,11.60,12.2,50.469831496459435,23.861639407669063,53.06906798825725,46.059184821816686,33.89500337610044,73.65379285766532,35.581532399537835,46.656540059116104,21.34558103182847,27.103038427530585,53.7429398367839,0.0,41.64030229818844,53.42700404295773
Maine,2013,9.60,9.7,63.79736275742924,19.36821380492619,53.06906798825725,32.33542771164274,43.67240819612941,92.39410701671626,52.97694823931189,47.889752571691865,29.08491450535692,31.642463582880534,40.24904152278621,0.0,54.582558417895655,66.7130844134287
Maryland,2013,9.80,10.2,54.62102975807298,24.016585118108473,43.42014653584684,26.319534183895247,41.06510024412169,83.24186056694718,44.279240319424865,47.273146315403984,28.710430627605543,29.773288518912906,44.90210990692334,0.0,44.17248284334855,60.494068069803994
Massachusetts,2013,8.50,8.4,50.688315615491724,17.353919569213865,34.532982040205674,18.047680583242457,31.776565665094164,74.52543537669094,43.224972692771885,39.668335821186815,22.843516542833974,29.506263509774676,37.68985391151079,110.36227563013746,45.01654302506858,50.88286099329308
Michigan,2013,10.30,10.4,47.629537949039644,22.777019434593196,46.467174362923814,30.643457656963754,28.354473978084023,74.96125663620376,47.17847629272054,40.69601291499995,23.966968176088105,27.904113454945282,51.64905906392219,126.44522031995649,43.89112944944186,53.99236916510543
Minnesota,2013,7.40,7.3,49.15892678226568,22.31218230327497,39.865280737590375,22.55960072905307,29.169257713086434,76.704541674255,41.90713815945567,40.490477496237325,23.59248429833673,26.969525922961466,44.66945648771649,0.0,47.54872357022869,56.81919477584394
Mississippi,2013,12.90,12.5,53.091640924846935,28.819902141730168,65.00326031097538,41.35926800326396,39.76144626811782,82.80603930743438,36.89936693285405,52.00046094694438,27.462151035100952,30.173826032620255,64.21234370109245,0.0,45.297896418975256,60.77675063087785
Missouri,2013,9.60,10.7,50.03286325839485,22.931965145032606,48.75244523323154,36.09536116648491,26.56194976107871,76.704541674255,43.75210650609838,43.367973358914085,22.843516542833974,27.2365509320997,52.579672740749615,126.99980461960543,48.95549053976208,59.64602038658244
Montana,2013,7.70,7.2,53.9655774009761,25.10120509118434,51.03771610353927,25.755544165668923,29.984041448088853,96.31649835233158,68.79096263910648,48.30082340921711,28.08629083135325,30.707876050896722,0.0,0.0,64.4299272046294,74.06283100134881
Nebraska,2013,9.10,8.1,53.52860916291152,32.228707771397175,47.9906882764623,21.43162069260042,33.89500337610044,81.06275426938313,41.64357125279243,46.03993380282823,28.585602668355083,30.44085104175849,55.13886035202504,0.0,47.83007696413536,59.080655264434746
Nevada,2013,9.60,8.9,47.19256971097506,21.382508040638513,42.6583895790776,25.94354083841103,27.21377674908064,67.11647396497312,36.63580002619081,39.05172956489894,20.09730143932388,22.296588263042402,40.714348361199924,0.0,39.67082854084168,48.056035382554576
New Hampshire,2013,9.20,9.1,56.5873868293636,21.69239946151733,45.959336391744316,23.123590747279398,34.220916870101405,82.80603930743438,47.44204319938378,40.284942077474696,28.08629083135325,30.44085104175849,44.66945648771649,0.0,49.518197327575436,64.16894136376405
New Jersey,2013,9.20,9.3,55.93193447226673,20.917670909320282,38.849604795231386,22.93559407453729,29.169257713086434,71.47468656010125,37.162933839517294,39.46280040242419,23.21800042058535,26.16845089554677,39.7837346843725,144.74650220837125,39.67082854084168,51.165543554366934
New Mexico,2013,10.70,10.2,51.78073621065319,30.83419637744249,52.815149002667496,35.34337447551648,33.24317638809851,93.26574953574188,52.18624751932216,54.05581513457064,29.70905430160921,32.176513601157,42.34292229564792,0.0,50.92496429710883,69.82259258524105
New York,2013,10.50,9.7,48.28499030613652,18.12864812141091,34.78690102579542,19.92764731066355,31.12473867709223,63.194082629357816,35.84509930620108,36.174233702222175,22.094548787331224,25.10035085899384,34.665359461821645,113.68978142803105,35.169174238334826,46.35994001611147
North Carolina,2013,11.40,10.4,53.52860916291152,22.15723659283556,48.49852624764179,30.831454329705863,44.324235184131346,77.14036293376782,40.06216981281297,43.984579615201966,26.58835532034774,26.034938390977654,48.857218033439906,129.21814181820116,45.57924981288193,57.38455989799164
North Dakota,2013,8.90,8.6,57.679807424525066,45.7089845796258,55.86217682974447,0.0,40.739186750120716,114.18516999235688,71.42663170573891,59.19420060363629,29.209742464607377,33.77866365598639,63.74703686267873,0.0,64.4299272046294,75.47624380671807
Ohio,2013,10.30,11.6,52.436188567750065,22.931965145032606,49.51420219000078,35.15537780277437,29.984041448088853,82.37021804792157,41.38000434612919,47.067610896641355,25.58973164634407,29.239238500636443,52.114365902335905,130.88189471714796,51.487671084922184,59.363337825508594
Oklahoma,2013,11.00,11.4,48.94044266323339,24.79131367030552,56.877852772103466,36.84734785745334,28.354473978084023,78.01200545279343,45.59707485274107,43.77904419643934,21.595236950329387,26.969525922961466,56.30212744805932,0.0,52.05037787273554,58.232607581213195
Oregon,2013,9.20,9.9,32.5541337358115,22.00229088239615,29.70852131400047,15.415727164852932,19.065939399056496,48.376159805922185,25.565989946334597,27.95281695171714,16.85177449881195,17.08960058484687,24.66126243592681,0.0,31.230226723641326,38.16214574496981
Pennsylvania,2013,10.10,10.2,53.52860916291152,23.396802276350837,46.975012334103305,25.567547492926813,31.939522412094643,81.06275426938313,47.44204319938378,48.50635882797974,25.215247768592693,29.63977601434379,50.951098806301616,119.2356244245204,46.70466338850865,54.55773428725313
Rhode Island,2013,9.20,9.7,58.33525978162194,19.21326809448678,43.42014653584684,24.627564129216267,27.70264699008209,86.29260938353687,42.96140578610865,45.62886296530297,32.08078552736794,28.57167597779086,26.987796627995376,0.0,44.7351896311619,56.81919477584394
South Carolina,2013,12.50,11.6,54.62102975807298,27.27044503733607,52.561230017077754,40.60728131229553,38.29483554511348,78.01200545279343,45.069941039414594,47.68421715292923,28.710430627605543,27.63708844580705,54.906206932818186,0.0,52.33173126664222,64.4516239248379
South Dakota,2013,9.10,7.8,58.99071213871882,43.38479892303466,64.4954223397959,11.843790382752863,46.116759401136655,130.74637785384374,68.26382882578,59.60527144116154,36.574592060384454,40.05375137073485,0.0,0.0,79.0603036877767,77.73770429530887
Tennessee,2013,12.20,12,54.62102975807298,25.25615080162375,58.655285671231695,41.923258021490284,32.42839265309609,77.57618419328062,35.31796549287459,52.00046094694438,24.591107972340403,28.97221349149821,56.06947402885246,166.3752898946796,46.42330999460197,61.90748087517325
Texas,2013,10.90,10.6,48.06650618710422,21.382508040638513,44.68974146379558,30.267464311479536,36.33935458110768,67.55229522448593,36.89936693285405,38.22958788984844,18.724193887568834,21.896050749335053,43.506189391682206,129.21814181820116,37.98270817740161,48.338717943628424
Utah,2013,7.10,7.2,44.57076028258755,23.396802276350837,41.38879465112886,25.379550820184704,23.465771568069535,74.96125663620376,57.721152559250264,35.5576274459343,25.839387564844987,26.435475904685003,48.857218033439906,0.0,52.05037787273554,59.64602038658244
Vermont,2013,7.80,7.2,58.33525978162194,28.200119299972528,43.16622755025709,0.0,41.06510024412169,87.16425190256251,50.6048460793427,47.889752571691865,30.83250593486334,32.84407612400258,0.0,0.0,49.79955072148211,55.97114709262239
Virginia,2013,9.80,10.5,53.52860916291152,18.593485252729142,42.6583895790776,26.883524202121574,27.376733496081126,72.34632907912687,39.27146909282324,39.46280040242419,22.593860624333058,24.69981334528649,43.04088255326849,118.68104012487144,42.20300908600179,51.448226115440775
Washington,2013,8.60,8.7,44.78924440161984,17.663810990092685,38.08784783846214,21.995610710826742,25.095339038074364,70.60304404107563,41.64357125279243,33.296737839545415,20.3469573578248,24.29927583157914,40.01638810357935,98.16142103786096,45.01654302506858,56.81919477584394
West Virginia,2013,13.00,13,61.61252156710632,31.29903350876072,76.17569567692428,53.76704840424315,36.66526807510865,98.49560464989563,59.03898709256649,60.427413116212044,32.58009736436977,35.24730120624667,54.208246675197614,0.0,56.83338556914907,84.80476832215513
Wisconsin,2013,8.20,8.3,52.436188567750065,22.31218230327497,44.68974146379558,26.13153751115314,32.91726289409754,79.31946923133188,42.434271972782156,41.51815459005045,25.340075727843153,27.904113454945282,52.34701932154276,0.0,52.33173126664222,59.9287029476563
Wyoming,2013,8.60,9,57.02435506742819,23.861639407669063,57.13177175769321,0.0,41.39101373812265,100.23888968794688,25.829556852997836,51.58939010941913,29.833882260859674,36.448913747368714,0.0,0.0,70.05699508276297,73.49746587920112
Alabama,2014,12.90,13.8,55.83187326638771,29.947280303868467,63.610313173820145,54.819224624824855,38.963355523983026,84.85258899170344,38.56349983470402,54.46477485669762,23.354540161882863,29.981898047897307,52.48018973106805,0.0,57.05475860683161,72.67790749280168
Alaska,2014,7.40,7.1,43.94371774198576,28.14141415489148,41.89594923898194,0.0,32.469462936652526,84.85258899170344,41.868942677678646,50.54331106701539,23.02866285729845,25.616717489199612,0.0,0.0,41.49436989587754,67.4617897301604
Arizona,2014,10.00,10.6,48.40177606363649,24.379193011189408,48.79345307710702,33.094568940172046,33.28119951006883,81.92663764716193,44.62347838015751,47.057565476186745,22.48553401632443,22.744888174266922,43.203388515980265,0.0,47.90158877685863,63.28889552004738
Arkansas,2014,12.70,11.5,58.37933516447384,23.024793399456662,70.25235390682948,48.93123383178811,41.39856524423197,97.39238046830985,46.827106942140595,51.63260656414935,24.766675148415313,28.373673631535,53.54039558422094,0.0,61.6313435218181,81.02369591302771
California,2014,10.30,10.2,45.64202567404318,19.864527638746925,37.042150241782814,22.130724015207075,28.57312738425422,74.82075581041829,39.389860545447675,35.075315007713264,19.769889811454327,19.98793203193154,34.456690227468926,113.95027765424511,40.27394725188114,53.204401178940934
Colorado,2014,7.20,6.5,42.24540980992833,16.85475072378527,36.531224031551325,25.582304824918268,31.82007367791947,70.22283226899594,41.04258196693499,34.4217377094329,19.0095094340907,22.515141829072306,41.878131199539155,0.0,45.155637827866734,52.85665999476485
Connecticut,2014,9.20,8.3,54.55814231734464,26.1850591601664,39.341318187824506,19.491279866604394,37.50222969183366,83.5986098440428,52.33617834709832,45.96826997905279,24.658049380220508,27.33981507815923,42.14318266282738,0.0,47.59648311585953,59.11600130993437
Delaware,2014,11.10,11.1,63.68654745215328,25.884081468670235,54.669104494769115,34.10973976655769,44.80785885258048,106.17023450193436,48.7552819338758,50.54331106701539,29.8720862535711,26.88032238777,54.60060143737384,0.0,48.511800098856824,62.24567196751913
District of Columbia,2014,8.40,7.8,45.00516019952165,16.102306495044854,35.25390850597261,19.694314031881525,29.384863957670536,62.698957383032095,31.677160578506875,40.73965159280982,20.747521725207562,20.906917412709998,41.34802827296271,0.0,42.10458121787573,50.77021288970834
Florida,2014,11.20,11.1,49.88779550418673,26.034570314418318,47.5161375515283,30.861193122123623,34.09293608348515,73.56677666275766,39.665314115695566,44.22539718363847,18.79225789770109,22.630015001669616,36.84215339706293,129.03958382763832,42.71479253987393,57.02955420487786
Georgia,2014,11.50,10.8,45.429737182536,18.961594564258426,45.472432710602355,29.642988130460846,33.605894139435364,68.13286702289489,34.15624271073785,38.77891969796871,18.357754824921876,20.79204424011269,51.154932414626934,132.16150924282312,41.189264234878436,52.85665999476485
Idaho,2014,7.60,8.4,48.189487572129316,26.937503388906812,51.85901033849594,32.48546644434066,36.20345117436756,93.63044302532793,52.887085487594085,47.275424575613535,25.85293283036335,23.663873555045384,49.829675098185824,0.0,68.6487737247974,63.98437788839956
Illinois,2014,10.10,9.8,46.06660265705753,19.864527638746925,41.89594923898194,24.77016816380975,28.735474698937484,73.56677666275766,34.98260342148151,39.43249699624908,20.63889595701276,24.008493072837307,47.44421192859183,114.47059855677591,46.07095481086403,56.68181302070178
Indiana,2014,10.70,11,53.708988351315924,30.699724532608883,57.479198651042296,42.23110637764285,38.801008209299766,99.48234571441091,54.5398069090814,45.31469268077242,26.07018436675296,26.88032238777,57.51616753354428,0.0,66.8181397588028,78.9372488079712
Iowa,2014,9.40,9.3,50.73694947021544,21.519904941975835,52.625399653843175,29.846022295737978,39.61274478271608,92.37646387766729,52.06072477685043,47.49328367504033,26.178810134947764,25.27209797140769,55.3957558272385,0.0,59.495603894824406,72.67790749280168
Kansas,2014,10.30,9.5,43.09456377595705,20.31599417599117,46.74974823618107,25.582304824918268,29.384863957670536,69.38684617055551,37.73713912396036,36.81818780312759,17.814625983947856,22.055649138683076,49.56462363489761,0.0,43.93521518387033,55.63858946817353
Kentucky,2014,12.40,10.6,51.58610343624415,27.388969926151063,61.56660833289419,40.403798890148686,35.55406191563451,84.01660289326301,44.07257123966174,46.839706376759956,23.13728862549325,26.535702869978078,57.25111607025606,0.0,51.25775104784872,67.1140485459843
Louisiana,2014,11.20,11.6,49.2509300296652,26.1850591601664,55.94642002034784,43.65234553458276,32.30711562196926,76.49272800729915,34.43169628098573,47.275424575613535,19.878515579649132,24.123366245434614,54.60060143737384,0.0,43.93521518387033,55.63858946817353
Maine,2014,9.50,9.6,61.139085554067144,24.98114839418174,55.180030705000604,33.5006372707263,42.69734376169807,91.54047777922686,61.15069259503066,49.236156470454645,26.830564744116586,28.603419976729615,51.68503534120339,0.0,51.867962369846914,69.20049565104081
Maryland,2014,10.00,9.8,54.77043080885181,27.84043646339531,46.494285131065325,29.03388563462946,46.268984684729844,88.61452643468536,44.07257123966174,49.67187466930823,27.69957088967502,29.637278530105384,42.67328558940382,0.0,49.122011420855024,63.98437788839956
Massachusetts,2014,9.70,8.5,49.2509300296652,19.864527638746925,36.27576092643559,20.50645069299004,34.579978027534935,81.09065154872151,44.348024809909624,40.52179249338303,22.159656711740016,28.83316632192423,38.432462176792264,105.10482231122151,46.68116613286223,55.63858946817353
Michigan,2014,10.30,10.3,46.27889114856472,22.121860324968168,49.04891618222276,29.03388563462946,31.00833710450316,79.83667240106087,45.725292661149055,44.22539718363847,20.96477326159717,25.846463834394232,49.56462363489761,120.19412848461471,48.81690575985593,60.15922486246262
Minnesota,2014,8.10,7.4,46.915756623086246,20.31599417599117,42.66233855432917,24.97320232908688,31.33303173386968,81.09065154872151,38.56349983470402,43.13610168650452,20.856147493402368,24.123366245434614,50.09472656147405,0.0,51.562856708847825,60.50696604663871
Mississippi,2014,12.90,12.9,54.55814231734464,29.49581376662422,68.71957527613502,53.80405379843921,46.918373943462896,92.7944569268875,44.8989319504054,55.98978855268516,27.373693585090606,28.83316632192423,64.14245411574984,0.0,49.732222742853224,67.4617897301604
Missouri,2014,11.10,9.6,50.52466097870826,22.723815707960497,53.13632586407466,37.35828641099176,32.30711562196926,84.43459594248321,49.58164264461946,47.275424575613535,21.616527870765996,25.501844316602305,50.624829488050494,125.3973375099227,56.44454728483341,68.85275446686474
Montana,2014,8.80,7.7,50.100083995693915,24.379193011189408,49.815305497569994,30.658158956846496,28.735474698937484,94.46642912376835,46.00074623139694,41.1753697916634,26.28743590314257,24.008493072837307,0.0,0.0,75.97130958877578,84.15336657061246
Nebraska,2014,9.10,9.1,47.3403336061006,32.65607952733396,50.837157918032965,29.642988130460846,35.22936728626799,84.85258899170344,42.14439624792654,50.10759286816182,27.91682242606463,25.157224798810383,56.45596168039139,0.0,51.562856708847825,67.80953091433648
Nevada,2014,9.50,9.6,44.79287170801447,21.068438404731587,45.72789581571809,26.59747565130391,25.813223034638757,65.6249087275736,33.605335570242076,37.907483300261546,16.402490997415406,22.285395483877693,43.73349144255671,0.0,45.46074348886583,55.98633065234961
New Hampshire,2014,9.10,9.2,57.53018119844512,21.519904941975835,47.26067444641256,23.551963172146976,34.25528339816841,83.5986098440428,41.59348910743077,41.393228891090196,24.4407978438309,25.846463834394232,41.082976809674484,0.0,54.00370199684062,67.4617897301604
New Jersey,2014,9.60,9.2,54.55814231734464,21.068438404731587,41.38502302875045,24.161065667978363,30.35894784577011,76.07473495807893,35.808964132225164,40.52179249338303,20.856147493402368,23.77874672764269,40.0227709565216,135.2834346580079,40.27394725188114,55.63858946817353
New Mexico,2014,11.50,10.7,51.1615264532298,24.680170702685572,55.43549381011635,36.54614974988324,34.417630712851675,94.04843607454814,50.408003355363114,48.800438271601074,26.07018436675296,30.441390738286536,42.67328558940382,0.0,61.936449182817206,77.19854288709077
New York,2014,10.00,10.5,45.64202567404318,18.961594564258426,37.29761334689856,21.115553188821426,32.631810251335786,66.0429017767938,35.53351056197727,37.25390600198117,19.444012506869914,23.20438086465615,36.312050470486476,117.5925239719607,39.66373592988294,50.07473052135617
North Carolina,2014,10.80,11.4,50.949237961722616,24.078215319693243,49.3043792873385,31.67332978323214,46.268984684729844,81.50864459794172,43.79711766941385,44.22539718363847,24.114920539246487,24.123366245434614,48.23936631845649,132.6818301453539,48.81690575985593,63.63663670422347
North Dakota,2014,8.60,8.9,57.95475818145948,26.63652569741065,53.13632586407466,0.0,36.365798489050825,110.76815804335669,67.48612471073204,54.029056657844045,27.590945121480217,27.110068732964617,79.51543898646675,0.0,63.1568718268136,84.84884893896462
Ohio,2014,11.70,10.3,51.58610343624415,25.58310377717407,52.114473443611686,32.0793981137864,32.631810251335786,88.19653338546514,47.92892122313214,47.71114277446712,23.02866285729845,26.995195560367307,56.45596168039139,124.35669570486111,53.698596335841515,67.1140485459843
Oklahoma,2014,12.00,11,49.2509300296652,24.228704165441325,55.94642002034784,39.99773055959444,27.27434886678812,81.92663764716193,39.11440697519979,43.13610168650452,18.575006361311484,23.549000382448074,54.33554997408561,0.0,49.122011420855024,67.1140485459843
Oregon,2014,8.90,9.2,23.13944557428236,16.25279534079294,22.99167946041692,12.588118247182004,15.260647580226685,39.29134662670011,21.760832049582984,21.56805084325226,11.079828355870008,11.48731725973077,20.408962673193134,0.0,23.188030235931564,29.558000654967184
Pennsylvania,2014,11.20,10.1,51.1615264532298,23.47625993670091,48.027063761759784,25.582304824918268,31.982420992602737,86.10656813936409,44.8989319504054,48.58257917217428,21.50790210257119,26.995195560367307,50.88988095133872,123.31605389979951,49.42711708185412,61.55018959916696
Rhode Island,2014,9.40,9.2,54.77043080885181,23.325771090952827,45.72789581571809,23.145894841592717,38.47631357993324,87.36054728702473,46.00074623139694,46.62184727733316,27.047816280506197,25.501844316602305,27.30030071868692,0.0,45.76584914986493,52.85665999476485
South Carolina,2014,12.00,12.5,47.55262209760778,21.21892725047967,54.41364138965338,34.921876427666206,38.47631357993324,82.34463069638215,39.665314115695566,43.35396078593131,23.354540161882863,22.85976134686423,51.68503534120339,0.0,55.22412464083702,67.80953091433648
South Dakota,2014,9.10,9.1,53.49669985980875,44.5446983414325,61.82207143800994,9.542605768025068,42.534996447014805,125.39791476606419,65.00704257850107,65.35772982803715,32.5877304584412,32.50910784503807,0.0,0.0,90.00616999473435,104.32235525282536
Tennessee,2014,13.00,12.2,53.92127684282311,26.937503388906812,61.82207143800994,42.84020887347424,34.90467265690147,86.10656813936409,40.49167482643922,52.93976116071009,22.26828247993482,26.765449215172694,53.80544704750917,156.09627075923987,52.47817369184512,62.24567196751913
Texas,2014,10.90,10.9,48.189487572129316,23.92772647394516,48.28252686687553,30.861193122123623,40.91152330018218,75.23874885963852,39.11440697519979,39.86821519510266,17.92325175214266,21.136663757904614,43.46843997926849,132.6818301453539,40.579052912880236,57.02955420487786
Utah,2014,7.10,7.1,44.58058321650729,19.112083410006512,42.91780165944492,25.17623649436401,31.65772636323621,79.83667240106087,63.62977472726163,40.08607429452945,24.549423612025702,24.467985763226537,49.56462363489761,0.0,58.275181250828005,66.76630736180823
Vermont,2014,7.90,7.8,48.40177606363649,13.393507271579367,42.151412344097686,0.0,38.963355523983026,95.720408271429,58.67161046279969,48.36472007274749,28.134073962454234,29.522405357508077,0.0,0.0,52.78327935284422,69.20049565104081
Virginia,2014,9.70,9.8,36.9381975222489,20.917949558983505,34.998445400856866,20.50645069299004,23.37801331438982,59.355012989270385,29.473532016523784,32.243146715165,15.53348485185697,18.035088097777308,32.336278521163145,107.18610592134473,32.64630572690365,40.337977364425804
Washington,2014,8.90,8.6,43.94371774198576,17.155728415281434,40.363170608287476,23.958031502701235,27.436696181471383,75.65674190885873,36.910778413216704,34.20387861000611,18.575006361311484,21.940775966085766,38.9625651033687,63.99947101128835,49.732222742853224,57.37729538905395
West Virginia,2014,14.10,13,59.228489130502545,39.87954412324193,76.63893153472307,60.707215417861605,41.39856524423197,105.75224145271413,49.30618907437157,53.37547935956368,27.590945121480217,31.819868809454228,66.79296874863206,0.0,71.39472467378928,86.93529604402113
Wisconsin,2014,9.00,8.2,47.3403336061006,22.87430455370858,46.494285131065325,26.59747565130391,33.76824145411862,83.5986098440428,45.17438552065328,44.007538084211674,23.13728862549325,26.07621017958885,50.624829488050494,0.0,56.139441623834315,64.67986025675172
Wyoming,2014,8.40,8.6,48.61406455514366,23.626748782448995,52.36993654872742,0.0,28.410780069570958,106.17023450193436,57.84524975205603,49.88973376873502,29.22033164440228,33.08347370802461,0.0,0.0,65.2926114538073,77.89402525544294
