states,year,y,aerobic exercise,best workout,bike helmet,bike laws,bike locks,bike repair,bike sale,bodybuilding,bodybuilding,calories,e-bike,ejercicios,exercise,exercises,fitbit,fitness,fitness gym,gym,gym near me,how to exercise,iPod,insanity workout,ipod reset,jogging,my fitness pal,pokemon go,pre workout,quinoa gluten free,t25 schedule,trainer,workout,yoga
Texas,2014,72.4,79.71975858528005,130.30910887430377,50.03729131432017,0.0,37.03487945245244,37.750027217399406,44.62877698851242,95.1930121743869,95.1930121743869,87.93825894282155,51.4732101401458,180.83565048039904,85.01225706278126,83.89000997087793,1647.8375146142223,104.09546069617454,80.8624413577735,92.50625754574169,182.40983989285434,102.83913786320501,20.77114939562457,33.29396009832761,32.65594398659859,74.21433094542783,82.7934485622682,0.0,256.3911623468943,149.58443360905608,4796.538084506184,93.95865026849066,121.46505347089507,59.691451963665685
Utah,2014,83.2,141.0969178500532,140.7018598888188,122.52721334660453,0.0,0.0,0.0,86.88368286061461,109.32322491902245,109.32322491902245,95.56296347543612,0.0,56.83406157955399,104.6304702311154,94.4495916455339,2178.011323664016,91.5538389255511,87.4512328758143,113.47434258944314,110.61022206268828,122.78369793364477,41.76807215424506,38.842953448048874,0.0,93.9038473187046,142.05612753315492,0.0,228.06888278531875,0.0,6231.016763984669,100.87585151525072,111.80306058116477,78.9024939749604
Vermont,2014,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.214109647053796,63.214109647053796,95.56296347543612,0.0,8.611221451447573,107.00843546364074,116.74204184758537,2206.669367396437,96.57048763380048,0.0,92.50625754574169,0.0,0.0,40.187658613273626,26.95225341293187,0.0,68.15601821518882,139.44159757855698,0.0,152.04592185687918,0.0,0.0,97.4172508918707,100.07064064363514,137.221728652105
Virginia,2014,76.5,52.20585960451968,93.53475913063522,49.3957875795212,0.0,0.0,33.33247084089522,37.03238941599967,69.90736831556538,69.90736831556538,68.11402715802362,38.80288149026376,139.5017875134507,77.28387005707387,75.67700200170107,1490.2182740859055,70.23308191549125,61.69504785074571,86.33917370935892,170.7666586230977,98.47626534779631,19.190735854653134,20.874784506094294,30.22196058387074,60.07826790820348,73.20683872874241,0.0,143.10204410059217,0.0,4482.745873370265,74.35991340267053,81.43679721344101,56.26090874736306
Washington,2014,81.9,65.61006680027474,111.9219340024695,105.84811624183114,0.0,0.0,78.71282270862002,56.02335834728155,87.01236269065052,87.01236269065052,91.49645439137501,92.65177825226243,51.667328708685446,83.22878313838724,84.4766533972477,2235.3274111288583,102.21421743058103,74.87263088682731,85.10575694208235,155.2424169300888,93.49012533018637,25.512390018538873,25.631064520141095,39.7550622445548,72.19489336868149,92.380058395794,0.0,175.8962625403112,0.0,4482.745873370265,92.80578339403066,96.6199288973029,96.74131869973404
West Virginia,2014,71.3,0.0,143.10018704601455,64.15037347989767,0.0,0.0,0.0,0.0,104.86105247334807,104.86105247334807,95.56296347543612,0.0,36.16713009607981,102.84699630672138,100.90266933560143,1690.8245802128542,67.0976764728354,0.0,65.37108866565747,93.14545015805328,0.0,33.18868436040013,39.37142900516518,0.0,74.21433094542783,133.34102768449512,0.0,237.01276054160576,0.0,0.0,95.11151714295067,115.94391467676347,54.20258281758149
Wisconsin,2014,78.8,93.1239657810351,122.31468501698451,73.7729295018823,0.0,0.0,61.04259720260329,60.296326356819975,71.39475913079016,71.39475913079016,88.95488621383682,70.47870311496887,37.889374386369326,90.95717014409463,90.92973108731523,2306.9725204599113,87.1642713058329,49.11644586175872,61.054129980189515,89.26438973480106,99.09953284999756,34.99487126436748,28.537680084280804,0.0,72.69975276286807,132.46951769962914,0.0,171.4243236621677,0.0,5917.224552848749,89.92361620788063,95.92978654803645,73.4136248288762
Wyoming,2014,77.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.81061573424725,110.81061573424725,94.54633620442085,0.0,48.22284012810641,107.60292677177208,107.35574702566896,2421.6046953895966,75.8768117122718,0.0,85.72246532572063,0.0,0.0,39.05879179829403,52.847555711631124,0.0,98.44758186638386,173.43048698833024,0.0,242.97534571246376,0.0,0.0,105.48731901309074,133.1974734084247,93.99688412669194
Alabama,2015,68.1,88.355766479694,130.34290174260047,47.711335955341646,0.0,0.0,0.0,0.0,83.05838043512425,83.05838043512425,87.15945942033655,0.0,22.33663589273117,98.04530966097356,91.64552133020686,3247.4825502609597,67.78102546446074,51.272250898144684,66.62992300650693,186.95859108208683,127.73590371310489,18.298008672499382,15.571562709866425,0.0,81.58259523369722,81.52224098548507,93.59103191357626,226.15357994917858,0.0,0.0,106.18566203157187,110.05558865003397,45.465427557542405
Alaska,2015,78.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.39709890449801,106.39709890449801,87.71461521282276,0.0,31.271290249823636,98.6153405310955,102.59687293570329,3853.356160384273,71.90682701447139,0.0,101.47309375302889,94.83406794018897,0.0,23.17747765183255,26.777266716031985,0.0,82.04613270661595,102.27335687269945,171.7266640616078,203.3755215370311,0.0,0.0,115.18444694950168,116.45416938550106,98.17896675469302
Arizona,2015,75.3,97.6941808230763,121.45588571469591,67.89690116721697,0.0,0.0,69.31392783064028,60.68530235836308,95.41417256596918,95.41417256596918,87.15945942033655,98.06093111517652,84.87921639237844,88.92481573902253,86.4580389907612,2859.723439782039,117.88004428601869,96.58261215697021,81.30073174188459,335.98355498809804,105.04170762194413,19.97532613414516,16.299205827149905,0.0,61.65048389819165,90.4155763657198,106.47053171819684,258.69366339510356,0.0,2576.5006542295455,110.38509499327245,104.29686598811358,73.14003563604648
Arkansas,2015,65.8,95.5391621284496,123.67763972167205,53.21649010403492,0.0,0.0,0.0,0.0,70.01615540812128,70.01615540812128,90.49039417525387,0.0,58.07525332110104,94.05509357012,92.79829518341701,2738.5487177573764,76.62202878591215,0.0,73.35404367688835,222.1826734598713,0.0,16.468207805249442,15.134976839496339,0.0,69.0670834648914,99.30891174595453,126.21909808528174,221.27256743228983,0.0,0.0,104.3859050479859,103.65700791456688,48.10110451739994
California,2015,80.1,73.27063561730722,114.79062369376747,88.69415017339152,93.7325905292479,79.5969981590411,59.41193814054882,56.28072396138512,89.92270939670478,89.92270939670478,99.37288685503339,104.79794164980696,99.77030698753255,82.6544761676812,80.69416972471045,2835.4884953771066,114.93304317886822,88.2359666619234,100.25052635841408,330.56446539151585,99.20605719850278,17.383108238874414,15.134976839496339,26.720810338143355,63.96817126278532,68.18223791513296,97.02556519480842,261.94767173969603,175.56862313939413,2342.273322026859,105.58574303704322,103.65700791456688,86.97733967529852
Colorado,2015,82.1,73.27063561730722,128.12114773562433,104.59792882517208,0.0,91.49080248165644,82.51658075076224,74.3884351489612,82.3719475389662,82.3719475389662,85.49399204287789,62.87876498988418,72.96634391625516,88.92481573902253,88.18719977057641,3562.5368275250826,97.25103653596541,76.90837634721701,82.5232991364994,262.825845434238,99.20605719850278,18.298008672499382,15.862619956779817,0.0,62.11402137111038,96.34446661920963,88.43923199172802,214.76455074310482,0.0,2248.582389145785,100.18647208628532,103.65700791456688,100.81464371455056
Connecticut,2015,76.5,59.62218388467156,121.45588571469591,75.23710669880798,0.0,0.0,42.496039086642554,56.770121561049336,80.9990817466501,80.9990817466501,92.15586155271252,0.0,58.07525332110104,92.34500095975417,100.86771215588806,3586.771771930015,101.37683808597606,84.65883287833192,95.97154047726227,292.63083821544024,106.9869244297579,18.755458889311868,13.970747851842773,0.0,62.11402137111038,100.79113430932699,97.88419851511645,214.76455074310482,0.0,2998.10985219438,107.98541901515783,100.45771754683332,85.65950119536976
Delaware,2015,70.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.78703835828529,96.78703835828529,99.9280426475196,0.0,41.69505366643152,114.00617402438786,113.5482245411997,4216.880326458261,93.12523498595476,0.0,102.69566114764369,409.1412645419581,0.0,22.872510840624226,16.153677203693206,0.0,68.60354599197267,97.08557790089586,89.29786531203607,219.64556325999357,0.0,0.0,119.38387991120227,108.77587250294054,72.4811163960821
District of Columbia,2015,80.6,47.41041128178702,119.23413170771977,81.35394464180051,0.0,0.0,49.097365546703536,51.87614556440715,80.31264885049205,80.31264885049205,111.03115849724401,55.39319772918368,71.47723485673974,80.94438355731538,81.27055665131552,3102.0728838313644,103.73443897169643,93.00547837337872,115.53261879109915,430.81762292828705,81.05070032557417,11.741222231520437,13.970747851842773,0.0,62.11402137111038,68.92334919681919,73.84246554649135,255.43965505051105,0.0,3349.4508504984087,98.986634097228,105.576582135207,87.6362589152629
Florida,2015,73.8,82.6090499606895,112.56886968679133,51.99312251543641,0.0,44.373039203603376,54.873526199256894,53.34433836339981,87.86341070823062,87.86341070823062,86.60430362785033,75.60422933307503,175.71486902281853,88.3547848689006,88.18719977057641,2690.0788289475113,99.60863742168578,85.85121080619575,88.02485241226603,403.7221749453759,105.69011322454871,15.400823966020313,12.952047487645906,26.382572232597237,67.67647104613519,67.44112663344673,97.88419851511645,239.16961332754857,0.0,2295.427855586322,103.78598605345725,101.09757562038004,61.279489316687595
Georgia,2015,72.7,77.58067300656059,111.82828501779929,42.817865600947634,0.0,0.0,41.25829037538112,48.93975996642184,72.76188699275347,72.76188699275347,83.82852466541922,41.91917665992278,87.85743451140927,80.94438355731538,78.96500894489522,2932.4282729968368,87.82063299308392,67.96554188823829,74.57661107150317,379.3362717607559,105.69011322454871,15.705790777228636,13.388633358015992,0.0,70.92123335656633,72.62890560525032,90.1564986323441,214.76455074310482,0.0,2248.582389145785,103.78598605345725,99.81785947328662,51.39570071722185
Idaho,2015,78.8,134.3294986317299,139.97050243949712,122.33675885985038,0.0,0.0,0.0,84.17638714224557,137.28657923161035,137.28657923161035,94.93164051514363,0.0,29.782181190308226,104.3156492323149,92.22190825681194,3320.187383475757,68.95982590732093,0.0,83.1345828338068,208.63494946841573,0.0,29.429297281603173,20.228478660480683,0.0,76.94722050450987,128.21225173171743,145.1090311320586,289.6067426687323,0.0,0.0,110.38509499327245,111.9751628706741,75.11679335593963
Illinois,2015,75.2,75.4256543119339,117.75296236973567,58.10996045842893,0.0,55.80938951381043,48.27219973919591,48.93975996642184,77.56691726585984,77.56691726585984,97.15226368508851,38.17639302957254,81.90099827334762,80.94438355731538,82.42333050452567,3417.1271610954873,99.60863742168578,66.17697499644255,79.46688064996238,349.53127897955363,94.01881237766604,15.858274182832798,13.388633358015992,28.24288181310089,91.31688216499064,88.93335380234734,97.02556519480842,222.89957160458607,0.0,3279.182650837603,95.38712013005608,98.53814332619321,69.84543943622457
Indiana,2015,70.6,143.6679129751122,123.67763972167205,48.93470354394015,0.0,0.0,35.482129722827764,51.87614556440715,77.56691726585984,77.56691726585984,92.15586155271252,0.0,62.54258049964727,97.47527879085162,93.95106903662716,3974.5308824089357,81.3372305573529,50.07987297028085,60.51708603343289,165.28223269575793,123.84547009747733,21.805127001395096,14.843919592582948,0.0,68.60354599197267,123.76558404160005,114.1982316009692,213.13754657080858,0.0,4075.5555803267353,101.38631007534262,101.73743369392675,57.325973876901294
Iowa,2015,73.7,122.83606559372092,137.00816376352893,72.17868772731173,0.0,0.0,0.0,68.02626635332636,91.29557518902088,91.29557518902088,98.81773106254717,0.0,26.8039630712774,97.47527879085162,90.49274747699671,4410.7598816977215,77.80082922877233,50.67606193421277,67.24120670381433,140.8963295111379,110.87735804538546,25.769695547103296,15.717091333323122,0.0,76.48368303159114,135.6233645485797,114.1982316009692,268.45568842888105,0.0,3911.596447784855,104.3859050479859,112.6150209442208,68.5276009562958
Kansas,2015,73.5,91.9474643040718,114.05003902477543,44.65291698384539,0.0,0.0,0.0,46.00337436843653,74.13475278506958,74.13475278506958,73.83572040066727,64.37587844202427,120.61783382074832,78.66426007682763,74.9303004586597,2980.898161806702,57.76122170014916,42.32941643916596,58.071951244203284,157.15359830088457,94.66721798027064,16.620691210853604,14.11627647529947,0.0,68.14000851905392,93.3800214924647,80.71153210895567,208.25653405391984,0.0,0.0,89.9878491792982,90.85984644363269,50.73678147725747
Kentucky,2015,67.5,88.355766479694,134.04582508756073,48.93470354394015,0.0,0.0,0.0,0.0,85.1176791235984,85.1176791235984,102.70382160995071,0.0,35.73861742836987,93.48506269999805,89.33997362378656,3926.0609935990706,76.62202878591215,50.07987297028085,69.68634149304394,235.73039745132687,116.7130084688268,18.450492078103544,16.590263074063294,0.0,72.31184577532254,105.97891328113059,82.42879874957175,270.0826926011773,0.0,3935.0191810051238,104.3859050479859,110.69544672358067,56.66705463693692
Louisiana,2015,68.1,78.29901257143614,140.71108710848915,40.982814218049874,0.0,0.0,0.0,54.81253116239246,87.86341070823062,87.86341070823062,82.71821308044679,0.0,44.67327178546234,92.34500095975417,91.0691344036018,2835.4884953771066,80.1584301144927,73.33124256362554,74.57661107150317,227.60176305645354,113.47098045580384,14.180956721187021,12.80651886418921,0.0,88.99919480039696,80.04001842211261,92.73239859326821,292.8607510133248,0.0,2178.314189484979,113.38468996591573,115.17445323840764,52.71353919715062
Maine,2015,75.2,0.0,119.97471637671181,89.91751776199003,0.0,0.0,0.0,0.0,61.778960654224655,61.778960654224655,94.37648472265741,0.0,0.0,100.32543314146132,103.17325986230836,3877.5911047892055,76.62202878591215,0.0,86.19100132034382,230.31130785474463,0.0,26.837079386332427,12.952047487645906,0.0,65.82232115446025,145.25781121050065,95.30829855419233,167.5814297465136,0.0,0.0,104.98582404251455,95.97871103200636,91.5897743550492
Maryland,2015,75.9,94.10248299869848,114.05003902477543,77.07215808170574,0.0,0.0,44.971536509165425,45.024579169108094,75.50761857738568,75.50761857738568,89.38008259028143,43.41629011206289,49.140598964008575,101.4654948817052,97.40939059625761,3829.1212159793404,90.17823387880429,87.04358873405957,101.47309375302889,425.3985333317048,114.11938605840842,19.517875917332674,15.280505462953034,0.0,64.43170873570405,105.23780199944436,87.58059867141999,182.22446729717984,0.0,3466.5645165997516,113.38468996591573,99.17800139973991,75.11679335593963
Massachusetts,2015,73.5,68.24225866317829,119.23413170771977,89.30583396769077,0.0,0.0,54.873526199256894,47.471567167429185,73.44831988891153,73.44831988891153,96.04195210011606,48.65618719455323,50.62970802352398,92.34500095975417,91.64552133020686,3611.0067163349477,94.89343565024504,87.04358873405957,105.75207963418072,319.7262861983514,103.09649081413035,17.535591644478576,14.11627647529947,28.919358024193127,64.8952462086228,91.89779892909226,78.13563214803156,203.3755215370311,0.0,3349.4508504984087,100.78639108081397,99.81785947328662,102.13248219447932
Michigan,2015,74.5,95.5391621284496,121.45588571469591,68.50858496151622,0.0,0.0,54.04836039174927,61.66409755769152,74.13475278506958,74.13475278506958,96.04195210011606,69.61577552451463,38.71683554740069,85.5046305182909,81.8469435779206,3417.1271610954873,96.07223609310523,63.79221914071489,68.46377409842913,319.7262861983514,104.39330201933953,19.365392511728512,15.280505462953034,0.0,84.36382007120963,90.4155763657198,109.04643167912096,221.27256743228983,0.0,4450.319311851033,97.7867961081707,97.25842717909978,67.86868171633142
Minnesota,2015,78.2,81.89071039581395,114.79062369376747,89.30583396769077,0.0,0.0,73.4397568681784,60.68530235836308,67.95685671964712,67.95685671964712,92.71101734519874,67.37010534630448,40.205944606916105,90.06487747926641,85.88165206415611,4216.880326458261,114.93304317886822,57.830329501395745,58.68323494151068,222.1826734598713,98.5576515958982,21.957610406999258,15.862619956779817,0.0,72.77538324824127,125.98891788665874,88.43923199172802,183.8514714694761,0.0,2904.4189193133057,97.18687711364204,94.05913681136623,77.09355107583278
Mississippi,2015,63.2,104.15923690695634,125.89939372864819,0.0,0.0,0.0,0.0,0.0,84.43124622744035,84.43124622744035,85.49399204287789,0.0,26.8039630712774,101.4654948817052,92.22190825681194,2859.723439782039,62.476423471589904,0.0,62.9622208226625,167.99177749404902,0.0,16.773174616457766,13.825219228386079,0.0,88.53565732747823,85.96890867560244,87.58059867141999,255.43965505051105,0.0,3560.2554494808264,106.18566203157187,112.6150209442208,40.85299287779173
Missouri,2015,73,89.79244560944512,122.93705505268001,59.333328047027436,0.0,0.0,0.0,47.96096476709341,76.19405147354374,76.19405147354374,96.04195210011606,22.456701782101494,26.8039630712774,88.92481573902253,86.4580389907612,3611.0067163349477,80.1584301144927,64.38840810464681,76.41046216342536,300.7594726103136,105.69011322454871,15.858274182832798,16.153677203693206,0.0,76.48368303159114,105.23780199944436,107.32916503850488,227.78058412147482,0.0,2717.037053551157,100.18647208628532,101.09757562038004,57.98489311686568
Montana,2015,77.5,0.0,0.0,115.6082371225586,0.0,0.0,0.0,97.87951993284368,89.23627650054672,89.23627650054672,93.82132893017119,0.0,14.891090595154113,96.90524792072968,103.17325986230836,4265.350215268126,73.67502767876168,0.0,74.57661107150317,0.0,0.0,29.429297281603173,21.247179024677553,0.0,84.36382007120963,110.42558097124795,114.1982316009692,216.3915549154011,0.0,0.0,103.78598605345725,115.17445323840764,94.22545131490673
Nebraska,2015,74.7,77.58067300656059,132.56465574957664,70.95532013871322,0.0,0.0,0.0,0.0,89.92270939670478,89.92270939670478,100.48319844000582,92.07247730661612,40.205944606916105,93.48506269999805,84.72887821094596,4265.350215268126,86.05243232879364,57.830329501395745,66.62992300650693,214.05403906499797,97.260840390689,23.329961057436712,23.139051129614597,0.0,72.77538324824127,131.91780814014857,117.63276488220136,307.503788563991,0.0,0.0,108.58533800968648,115.81431131195434,60.62057007672321
Nevada,2015,75.3,75.4256543119339,127.38056306663229,65.45016599001995,0.0,0.0,0.0,0.0,102.96493442370776,102.96493442370776,82.16305728796057,0.0,101.25941604704796,78.66426007682763,78.38862201829015,2326.5546628735233,101.37683808597606,95.98642319303829,95.97154047726227,289.9212934171491,112.17416925059464,17.383108238874414,18.336606555543643,0.0,62.57755884402912,71.88779432356411,109.04643167912096,310.7577969085835,0.0,2389.1187884673964,117.5841229276163,106.85629828230041,63.91516627654512
New Hampshire,2015,77.4,0.0,0.0,92.9759367334863,0.0,0.0,0.0,0.0,77.56691726585984,77.56691726585984,96.04195210011606,0.0,20.84752683321576,103.17558749207102,108.36074220175404,4362.289992887856,87.82063299308392,74.52362049148937,93.52640568803265,265.5353902325291,0.0,26.532112575124103,16.00814858023651,0.0,67.21293357321646,134.88225326689346,86.72196535111195,190.3594881586611,0.0,0.0,114.58452795497303,110.05558865003397,100.15572447458618
New Jersey,2015,72.8,73.27063561730722,124.41822439066411,63.615114607122194,0.0,53.06466543936074,41.67087327913494,46.49277196810075,92.66844098133699,92.66844098133699,92.15586155271252,45.661960290273036,107.2158522851096,91.77497008963223,95.68022981644239,3150.5427726412295,108.44964074313718,119.23779278638298,114.31005139648435,541.9089596582227,107.63533003236249,18.298008672499382,14.698390969126253,28.24288181310089,61.186946425272914,72.62890560525032,97.02556519480842,255.43965505051105,0.0,4028.710113886198,106.18566203157187,104.29686598811358,77.75247031579717
New Mexico,2015,77.4,101.2858786474541,0.0,74.01373911020949,0.0,0.0,0.0,0.0,101.59206863139165,101.59206863139165,82.71821308044679,0.0,87.85743451140927,99.18537140121744,106.6315814219388,2690.0788289475113,88.41003321451402,0.0,95.97154047726227,138.1867847128468,0.0,23.939894679853357,19.209778296283815,0.0,62.57755884402912,95.6033553375234,117.63276488220136,289.6067426687323,0.0,0.0,106.78558102610052,114.53459516486093,84.34166271544099
New York,2015,70.7,66.80557953342716,117.01237770074361,64.8384821957207,0.0,55.351935501402146,37.957627145350635,45.024579169108094,80.9990817466501,80.9990817466501,98.26257527006095,65.87299189416437,104.23763416607879,82.6544761676812,83.57610435773582,2520.4342181129837,100.78743786454598,99.56355697662978,110.64234921263993,368.4980925675914,95.96402918547982,16.925658022061928,13.970747851842773,26.04433412705112,60.723408952354184,65.95890407007428,86.72196535111195,213.13754657080858,202.9695065195308,2880.996186093037,104.3859050479859,103.01714984102017,88.29517815522729
North Carolina,2015,73.8,86.2007477850673,118.49354703872771,60.556695635625935,0.0,0.0,0.0,49.91855516575028,77.56691726585984,77.56691726585984,84.38368045790544,40.422063207782685,59.56436238061645,94.05509357012,85.88165206415611,3102.0728838313644,83.10543122164317,66.77316396037446,88.02485241226603,270.95447982911134,114.11938605840842,18.602975483707706,15.134976839496339,0.0,70.4576958836476,110.42558097124795,88.43923199172802,200.12151319243858,0.0,2506.2324545687397,102.58614806439994,103.01714984102017,65.89192399643828
North Dakota,2015,73.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.439323931501,119.439323931501,104.36928898740936,0.0,0.0,105.45571097255878,102.0204860090982,4822.753936581575,86.64183255022373,0.0,64.79607191458472,0.0,0.0,25.769695547103296,19.209778296283815,0.0,68.60354599197267,131.17669685846232,107.32916503850488,274.96370511806606,0.0,0.0,111.58493298232976,127.97161470934182,62.59732779661636
Ohio,2015,73,91.22912473919624,123.67763972167205,60.556695635625935,0.0,0.0,39.607958760365875,49.91855516575028,85.1176791235984,85.1176791235984,97.15226368508851,45.661960290273036,20.84752683321576,90.63490834938835,92.79829518341701,3926.0609935990706,88.41003321451402,56.0417626096,62.9622208226625,251.98766624107355,112.82257485319924,22.262577218207582,15.42603408640973,0.0,71.38477082948506,106.72002456281682,110.76369831973705,240.7966174998448,0.0,4216.091979648347,104.98582404251455,103.01714984102017,65.89192399643828
Oklahoma,2015,66.8,67.52391909830273,138.489333101513,45.26460077814464,0.0,0.0,0.0,0.0,94.04130677365308,94.04130677365308,102.14866581746449,0.0,172.7366509037877,88.3547848689006,83.57610435773582,3223.247605856027,81.92663077878298,90.62072251765106,106.36336333148812,306.17856220689583,103.09649081413035,13.571023098770375,17.026848944433382,0.0,67.67647104613519,87.45113123897488,89.29786531203607,307.503788563991,0.0,2108.0459898241734,107.98541901515783,118.37374360614118,59.302731596794445
Oregon,2015,81.3,51.72044867104039,57.765604181379764,57.498276664129676,0.0,71.36282593569203,43.73378779790399,33.27903677716685,45.304571146431414,45.304571146431414,42.746996021438946,126.50608670583841,297.8218119030823,54.72296353170617,47.26372798161612,1478.3316087008845,44.7944168286871,36.36752679984681,50.12526317920704,108.38179193164453,66.78577706827312,11.283772014707953,7.421959796291474,0.0,49.59850960230456,45.94889946454613,63.538865702794894,79.72320444251619,0.0,1147.713927793161,57.59222347475084,47.98935551600318,52.05461995718623
Pennsylvania,2015,72.2,86.91908734994287,127.38056306663229,71.56700393301247,0.0,0.0,47.859616835442104,53.34433836339981,85.80411201975646,85.80411201975646,101.03835423249205,82.34123986770547,46.16238084497775,95.19515531036386,97.98577752286269,3392.892216690555,99.60863742168578,79.8893211668766,90.46998720149564,360.36945817271805,109.58054684017628,20.585259756561804,16.00814858023651,32.97821529074655,63.96817126278532,101.53224559101322,89.29786531203607,227.78058412147482,0.0,4192.669246428079,107.38550002062918,104.93672406166029,78.41138955576155
Rhode Island,2015,71.9,76.86233344168502,120.71530104570385,0.0,0.0,0.0,0.0,0.0,80.31264885049205,80.31264885049205,95.48679630762985,0.0,59.56436238061645,98.04530966097356,102.0204860090982,3223.247605856027,113.16484251457794,110.89114729133617,106.36336333148812,395.59354055050255,0.0,22.11009381260342,10.914646759252168,0.0,63.96817126278532,87.45113123897488,111.62233164004508,209.88353822621607,0.0,0.0,114.58452795497303,105.576582135207,99.49680523462179
South Carolina,2015,73.3,66.80557953342716,108.86594634183109,51.99312251543641,0.0,0.0,34.24438101156633,56.28072396138512,72.07545409659542,72.07545409659542,78.83212253304325,0.0,62.54258049964727,84.93459964816896,82.99971743113075,2641.608940137646,68.95982590732093,63.196030176782976,76.41046216342536,243.8590318462002,112.17416925059464,17.23062483327025,12.224404370362427,0.0,69.0670834648914,77.81668457705392,93.59103191357626,182.22446729717984,0.0,1616.168592198533,92.98744415194146,95.33885295845965,52.71353919715062
South Dakota,2015,78.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.78703835828529,96.78703835828529,102.14866581746449,0.0,16.380199654669525,108.87589619329042,103.74964678891344,4798.518992176641,76.62202878591215,0.0,62.3509371253551,0.0,0.0,30.34419771522814,25.17645185800833,0.0,81.11905776077849,146.7400337738731,144.25039781175056,229.40758829377106,0.0,0.0,103.78598605345725,121.57303397387473,65.23300475647389
Tennessee,2015,69.6,79.73569170118726,134.78640975655279,55.05154148693267,0.0,0.0,0.0,50.4079527654145,85.1176791235984,85.1176791235984,91.04554996774009,38.17639302957254,40.205944606916105,87.78475399877865,86.4580389907612,3199.0126614510946,74.85382812162186,55.445573645668084,71.52019258496614,216.76358386328906,105.04170762194413,17.383108238874414,15.280505462953034,0.0,80.65552028785976,99.30891174595453,84.14606539018783,258.69366339510356,0.0,2740.4597867714256,102.58614806439994,111.33530479712738,55.34921615700815
Texas,2015,70.5,74.70731474705833,116.27179303175157,46.48796836674315,0.0,32.47923488098804,36.7198784340892,44.045783969779656,83.05838043512425,83.05838043512425,85.49399204287789,35.18216612529234,199.5406139750651,79.80432181707151,76.65946123847492,2787.0186065672415,96.66163631453531,76.90837634721701,89.85870350418823,333.274010189807,97.9092459932936,13.418539693166213,16.153677203693206,23.000191177136053,67.21293357321646,74.11112816862278,103.03599843696469,281.471721807251,121.78170391171848,2201.7369227052477,106.78558102610052,110.69544672358067,56.66705463693692
Utah,2015,79.7,135.76617776148103,137.00816376352893,113.16150194536161,0.0,0.0,0.0,73.89903754929698,95.41417256596918,95.41417256596918,97.15226368508851,0.0,61.053471440131865,100.89546401158326,87.61081284397135,3586.771771930015,102.55563852883625,88.83215562585532,91.69255459611044,233.02085265303575,124.49387570008193,27.904463225561557,19.500835543197205,0.0,84.36382007120963,121.54225019654137,120.20866484312548,248.93163836132607,0.0,3911.596447784855,102.58614806439994,108.13601442939384,74.45787411597524
Vermont,2015,77.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.44831988891153,73.44831988891153,97.70741947757473,0.0,26.8039630712774,110.01595793353428,112.97183761459462,4192.645382053329,92.53583476452467,0.0,94.13768938534005,0.0,0.0,28.971847064790687,18.627663802457032,0.0,73.23892072116,132.65891942183478,95.30829855419233,183.8514714694761,0.0,0.0,110.9850139878011,109.41573057648725,131.78384799287656
Virginia,2015,74.9,58.18550475492044,81.46431358912531,48.3230197496409,0.0,0.0,29.293386166520598,34.25783197649529,61.778960654224655,61.778960654224655,59.95682558851176,43.41629011206289,178.69308714184936,77.52419833658375,68.0136573393988,2205.3799408488608,58.940022143009344,54.84938468173617,78.85559695265498,238.43994224961799,106.9869244297579,12.503639259541245,10.914646759252168,20.632524438313226,54.69742180441064,60.03001381658446,57.52843246063862,138.29535464518113,0.0,2459.386988128202,74.98987431608182,73.58367845787154,55.34921615700815
Washington,2015,81,71.8339564875561,112.56886968679133,111.9381343567631,0.0,0.0,73.4397568681784,56.28072396138512,80.9990817466501,80.9990817466501,93.26617313768497,149.71134521400995,46.16238084497775,83.22450703780314,79.5413958715003,3417.1271610954873,95.48283587167514,72.73505359969361,82.5232991364994,246.56857664449132,94.01881237766604,17.840558455686896,16.00814858023651,33.823810554611846,70.92123335656633,94.12113277415094,103.03599843696469,205.00252570932733,0.0,2272.0051223660535,98.38671510269936,95.33885295845965,89.61301663515606
West Virginia,2015,69.2,0.0,125.15880905965615,63.00343081282295,0.0,0.0,0.0,0.0,95.41417256596918,95.41417256596918,97.70741947757473,0.0,17.869308714184935,100.89546401158326,99.71493830267791,3635.24166073988,68.37042568589084,0.0,63.57350451996991,246.56857664449132,0.0,21.805127001395096,20.082950037023988,0.0,70.92123335656633,97.08557790089586,115.91549824158527,268.45568842888105,0.0,0.0,101.98622906987129,114.53459516486093,52.71353919715062
Wisconsin,2015,78.4,78.29901257143614,119.23413170771977,79.51889325890275,0.0,0.0,56.111274910518325,60.195904758698866,68.64328961580517,68.64328961580517,94.93164051514363,83.08979659377552,38.71683554740069,86.64469225853477,89.33997362378656,4338.055048482924,82.51603100021308,49.48368400634894,61.128369730740296,176.12041188892238,94.66721798027064,23.634927868645036,15.134976839496339,0.0,74.6295331399162,123.76558404160005,97.88419851511645,200.12151319243858,0.0,2787.3052532119627,95.98703912458474,94.69899488491295,69.84543943622457
