states,year,y,aerobic exercise,best workout,bike helmet,bike laws,bike locks,bike repair,bike sale,bodybuilding,bodybuilding,calories,e-bike,ejercicios,exercise,exercises,fitbit,fitness,fitness gym,gym,gym near me,how to exercise,iPod,insanity workout,ipod reset,jogging,my fitness pal,pokemon go,pre workout,quinoa gluten free,t25 schedule,trainer,workout,yoga
Nevada,2012,78.7,73.59688836004861,119.95814193650816,61.4645142725994,0.0,0.0,0.0,0.0,110.54828368273402,110.54828368273402,91.48131912180251,0.0,72.44368909109139,82.16055077319116,84.10382487060829,204.4921358709001,92.64861477768451,82.59505066383021,91.34740615444065,45.69389924358871,108.06271923511447,65.4023038939554,138.89215122072426,0.0,69.30122395758191,92.20091922990667,0.0,131.67701097671025,0.0,0.0,104.43167682420659,111.037715880569,63.197057241566085
New Hampshire,2012,80,0.0,0.0,72.53920152892361,0.0,0.0,0.0,0.0,63.6702140198025,63.6702140198025,95.37414121209198,0.0,14.610491917531036,97.8934221978448,104.98066083139759,365.0280182368404,86.9373987982382,84.28066394268389,99.65171580484434,39.53292406467787,0.0,84.29630279665365,116.79567261742721,0.0,73.21338982615508,151.39163280959986,0.0,100.59796490767305,0.0,0.0,99.14399698500625,108.98146188278068,91.42098571838201
New Jersey,2012,75.1,78.9984948451898,123.507199390251,57.03463937006971,0.0,48.22190900817026,38.32662485477167,49.2992989370479,90.95744859971786,90.95744859971786,94.72533753037708,96.79548006614678,80.96647604298448,90.90103489799874,96.62992644708187,215.95898461132444,107.24394450293617,111.81234749729397,111.51501530542104,102.68291964851394,113.00272925729114,75.09153410046733,127.3178052856639,80.43192391397352,68.18346228084673,86.50950446262848,0.0,139.03783767727168,0.0,0.0,89.22959728650564,107.61062588425514,68.71913020442138
New Mexico,2012,78.2,109.38253132410894,0.0,69.77052971484257,0.0,0.0,0.0,0.0,94.45581200739932,94.45581200739932,88.88610439494286,0.0,72.44368909109139,103.72041161438318,110.34899007845769,208.31441878437488,96.45609209731538,0.0,81.85676655397928,23.10365692091564,0.0,82.35845675535126,144.1532175548426,0.0,75.44891317962546,102.44546581100742,0.0,133.31275024350168,0.0,0.0,94.51727712570597,111.037715880569,78.536148805053
New York,2012,75.3,62.1184745791236,100.79323168629679,64.23318608668045,0.0,63.84309079954936,39.819869978983554,41.51519910488244,74.86497692438316,74.86497692438316,108.3502148463902,79.04964205401987,120.53655831963104,79.82975500657581,81.7179007608038,185.3807213035263,93.91777388422813,88.21376159334247,105.5833655551327,69.31097076274692,90.77268415749616,61.04215030102505,104.1691134155432,62.7453228438851,64.83017725064114,76.26495788152775,0.0,98.96222564088161,193.98482612351359,0.0,76.67135766840484,94.58768389826248,89.58029473076358
North Carolina,2012,75.1,90.4769086261148,113.56983851977104,62.01824863541561,0.0,0.0,0.0,55.526578802780264,75.56464960591946,75.56464960591946,95.37414121209198,44.36459503031727,52.96303320105,96.72802431453712,93.64752130982626,206.4032773276375,85.66823969169458,69.67201552595202,83.04309650403695,32.85853428752446,105.59271422402614,66.8556884249322,126.26559201884022,0.0,77.12555569472826,151.39163280959986,0.0,105.50518270804734,0.0,0.0,86.58575736690547,104.86895388720406,54.60716596601342
North Dakota,2012,76.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.75613932586303,93.75613932586303,108.99901852810513,0.0,0.0,116.5397883307676,113.3313952157133,382.22829134747684,85.03366013842277,0.0,61.09599242797004,0.0,0.0,93.01660998251437,157.83199002355028,0.0,82.71436407840422,201.47608276164792,0.0,139.8557073106674,0.0,0.0,107.07551674380676,127.48774786287551,41.72232905268441
Ohio,2012,74.7,85.75050295161627,119.95814193650816,54.26596755598866,0.0,0.0,40.815366728458145,52.93187885872511,79.76268569513721,79.76268569513721,106.40380380124547,57.27065903913684,23.74204936598793,89.15293807303722,93.64752130982626,259.9152381162843,82.49534192533552,47.759042900854205,59.316497502883536,40.04633866292044,98.80020044353323,77.9983031624209,123.10895221836923,0.0,73.77227066452268,159.35961348378933,0.0,122.68044500935737,0.0,0.0,91.21247722620576,106.92520788499236,53.99360230347394
Oklahoma,2012,71.7,73.59688836004861,132.02493727923382,50.389827016275184,0.0,0.0,0.0,0.0,95.15548468893562,95.15548468893562,100.56457066581127,0.0,33.48237731100862,94.9799274895756,93.64752130982626,223.60355043827397,74.88038728607378,81.47130847792776,86.00892137918113,41.07316785940558,114.85523301560738,59.58876577004826,146.25764408848994,0.0,87.18541078534498,138.87052032158783,0.0,151.30588217820744,0.0,0.0,105.75359678400667,121.31898586951057,39.2680744025265
Oregon,2012,83.7,89.80170781547216,92.27549379731397,107.9782007491611,0.0,135.8363634032965,99.54967494745888,71.61371845592221,69.26759547209284,69.26759547209284,96.6717485755218,138.74018809481038,38.96131178008276,89.73563701469106,87.68271103531502,288.58235996734504,102.16730807676169,62.36769131758608,69.99346705340257,27.210973706856198,87.06767664086365,68.30907295590899,85.22927461271715,0.0,88.30317246208017,127.48769078703145,0.0,76.06187590580157,0.0,0.0,97.82207702520618,82.25015991153259,85.28534909298725
Pennsylvania,2012,76.5,88.45130619418687,112.86002702902246,60.35704554696698,0.0,0.0,40.815366728458145,55.526578802780264,75.56464960591946,75.56464960591946,105.75500011953056,74.20986805071253,26.785901848806898,94.9799274895756,101.40177466669086,227.42583335174874,100.89814897021806,79.78569519907408,89.56791122935414,70.33779995923206,110.5327242462028,72.66922654883935,126.26559201884022,78.74748571682224,70.4189856343171,124.07284192666454,0.0,116.95535757558737,0.0,0.0,89.89055726640568,102.81269988941574,66.26487555426347
Rhode Island,2012,76.5,76.97289241326185,135.57399473297667,0.0,0.0,0.0,0.0,0.0,81.86170373974608,81.86170373974608,105.75500011953056,0.0,52.35426270448621,104.30311055603701,112.73491418826218,273.293228313446,93.28319433095632,108.44112093958661,115.66717013062289,51.34145982425697,0.0,77.9983031624209,119.95231241789821,0.0,74.33115150289028,106.99859762482997,0.0,137.40209841048025,0.0,0.0,96.5001570654061,113.77938787762008,94.4888040310794
South Carolina,2012,74.9,99.92971997511188,124.21701088099957,51.49729574190761,0.0,0.0,36.33563135582249,60.71597869089057,80.46235837667349,80.46235837667349,88.88610439494286,0.0,27.39467234537069,99.6415190228063,97.22640747453299,223.60355043827397,71.70748951971473,71.3576288048057,87.1952513292388,59.04267879789552,113.62023051006321,72.18476503851375,130.4744450861349,0.0,79.91995988656623,146.8385009957773,0.0,95.69074710729875,0.0,0.0,91.8734372061058,109.66687988204345,50.31222032823708
South Dakota,2012,77.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.26104910281866,83.26104910281866,113.5406443001095,0.0,21.915737876296554,115.37439044745993,114.52435727061555,227.42583335174874,77.41870549916102,0.0,63.46865232808538,0.0,0.0,93.98553300316556,185.18953496096566,0.0,88.30317246208017,165.05102825106752,0.0,148.03440364462458,0.0,0.0,103.77071684430655,137.08359985255433,46.63083835300022
Tennessee,2012,71.4,76.97289241326185,127.76606833474241,57.03463937006971,0.0,0.0,0.0,48.780358948236874,74.16530424284687,74.16530424284687,95.37414121209198,52.430885035829505,46.26655773884828,93.81452960626793,95.43696439217962,252.27067228933473,67.26543264681204,48.32091399380543,62.282322378027715,26.697559108613625,111.76772675174696,67.82461144558339,125.21337875201655,0.0,81.03772156330143,161.6361793907006,0.0,106.32305234144306,0.0,0.0,89.22959728650564,110.35229788130623,47.857965678079175
Texas,2012,72.8,75.62249079197656,117.82870746426245,45.40621775092929,0.0,29.88399994872523,38.32662485477167,44.62883903774863,76.96399496899204,76.96399496899204,100.56457066581127,48.39774003307339,98.01204994677069,79.24705606492198,81.7179007608038,175.82501401983936,102.16730807676169,67.42453115414712,86.60208635420996,41.07316785940558,92.6251879158124,52.32184311516433,130.4744450861349,65.69308968889983,74.89003234125786,97.89233399718486,0.0,124.3161842761488,119.75593857625073,0.0,79.315197588005,109.66687988204345,47.2444020155397
Utah,2012,83.5,133.01455969660162,125.63663386249671,92.4736385903072,0.0,0.0,0.0,77.32205833284355,88.858430555109,88.858430555109,102.510981710956,0.0,43.83147575259311,104.88580949769086,89.4721541176684,258.00409665954686,92.0140352244127,89.33750377924493,118.63299500576707,25.157315313885917,112.38522800451905,93.98553300316556,116.79567261742721,0.0,103.95183593637287,187.81668732018028,0.0,123.49831464275309,0.0,0.0,105.09263680410663,108.29604388351791,58.28854794125028
Vermont,2012,82.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.27414184136701,55.27414184136701,106.40380380124547,0.0,17.045573903786206,111.8781967975369,119.29620549022452,225.51469189501134,100.89814897021806,0.0,84.22942645409462,0.0,0.0,84.78076430697924,111.53460628330886,0.0,77.12555569472826,182.1252725529021,0.0,55.61513507090868,0.0,0.0,96.5001570654061,95.95851989678802,122.71273250789531
Virginia,2012,77.5,87.77610538354422,112.86002702902246,62.01824863541561,0.0,0.0,44.7973537263565,52.412938869914086,79.06301301360091,79.06301301360091,94.72533753037708,46.78448203197094,56.006885683868965,99.6415190228063,100.80529363923972,286.6712185106077,86.30281924496639,84.84253503563512,110.32868535536338,66.74389777153407,109.91522299343072,68.79353446623458,119.95231241789821,84.22190985756389,78.24331737146345,128.6259737404871,0.0,91.60139894032017,0.0,0.0,93.19535716590589,107.61062588425514,61.96992991648713
Washington,2012,81,78.9984948451898,105.0521006307882,98.56471658128552,0.0,0.0,79.14199158322981,60.197038702079546,79.06301301360091,79.06301301360091,105.10619643781565,118.57446308102979,26.177131352243105,82.16055077319116,79.92845767845043,324.89404764535533,101.53272852348988,68.54827334004956,84.22942645409462,28.751217501583906,87.06767664086365,58.13538123907148,99.96026034824851,73.6941711253684,81.59660240166903,112.69001239210816,0.0,94.05500784050732,0.0,0.0,91.21247722620576,92.53142990047417,92.03454938092149
West Virginia,2012,69,0.0,140.54267516821665,63.12571736104803,0.0,0.0,0.0,0.0,84.66039446589124,84.66039446589124,96.6717485755218,0.0,14.610491917531036,112.46089573919075,107.9630659686532,177.73615547657676,56.47758024119124,0.0,61.09599242797004,34.39877808225217,0.0,88.1719948792584,149.41428388896094,0.0,82.71436407840422,147.97678394923295,0.0,139.03783767727168,0.0,0.0,101.12687692470638,114.46480587688285,37.42738341490807
Wisconsin,2012,79.7,81.69929808776038,106.47172361228534,78.63027951990193,0.0,0.0,58.734308219000745,59.67809871326851,60.87152329365734,60.87152329365734,96.6717485755218,82.27615805622476,31.04729532475345,92.06643278130642,95.43696439217962,284.76007705387025,85.03366013842277,56.74898038807382,67.62080715328723,24.643900715643348,101.88770670739365,76.06045712111852,121.00452568472188,0.0,74.89003234125786,170.7424430183457,0.0,96.50861674069446,0.0,0.0,86.58575736690547,95.95851989678802,60.1292389288687
Wyoming,2012,78.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.36006714742753,85.36006714742753,110.94542957324985,0.0,43.83147575259311,112.46089573919075,112.13843316081106,215.95898461132444,73.61122817953016,0.0,76.51828177871977,0.0,0.0,96.89230206511913,210.4426533647337,0.0,98.3630275526969,192.36981913400282,0.0,107.14092197483878,0.0,0.0,132.19199598000836,134.34192785550323,76.69545781743457
Alabama,2013,68.5,102.07704785006082,140.65696663887903,52.83691970534766,0.0,0.0,0.0,0.0,87.28179639726301,87.28179639726301,89.58373470114394,0.0,32.627768919259445,99.90652025409234,95.52966225521679,643.17975706607,72.10825751529457,57.01842408175498,66.87704483375867,77.45018654832384,120.3978918801369,45.75156133021917,102.36502545643407,0.0,85.90531020447634,108.1138339538081,0.0,161.53388331911657,0.0,0.0,91.87780493621595,116.24491561987307,40.89070240321689
Alaska,2013,77.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.88720634220626,125.88720634220626,96.9467813889092,0.0,58.729984054667,103.53948462696843,103.38969775722829,1203.5740008464084,68.17507983264214,0.0,89.16939311167823,17.111087725792476,0.0,51.03058763755215,127.574322770332,0.0,73.7122984335184,115.97665824135778,0.0,199.75945876104493,0.0,0.0,114.40268614638504,127.56747233609447,98.13768576772054
Arizona,2013,74.8,73.10033749262419,129.59405915042785,68.49230332174696,0.0,0.0,66.66498572846277,63.28273805451272,108.26299745429738,108.26299745429738,90.19732192512438,94.70809783808903,81.56942229814861,87.19114494902604,87.66962675320528,757.8058523847756,123.89509700355158,89.93627715988156,82.54193821824269,86.45602219347778,103.9223908860129,45.75156133021917,94.72584445222256,0.0,68.17002035581025,79.61109591144051,0.0,202.2256249185887,0.0,1013.9333521878701,89.50676480882974,111.71589293338451,73.6032643257904
Arkansas,2013,65.6,123.15101901910563,136.70592825014646,60.01230386286401,0.0,0.0,0.0,0.0,83.08555618585613,83.08555618585613,95.71960694094832,0.0,55.467207162741055,102.93399056482241,99.15737094845286,662.2841062858544,76.04143519794701,0.0,77.72197102301685,33.32159188706956,0.0,43.63995080728598,114.58771506317245,0.0,80.36303212676818,100.25100966625841,0.0,136.87222174367892,0.0,0.0,97.21264522283495,115.49007850545831,47.705819470419705
California,2013,78.6,77.0517070868201,121.69198237296274,91.32307109566263,98.60724233983285,88.38392937123592,60.903814122299316,61.33557688360463,107.42374941201601,107.42374941201601,101.24189195677226,81.86632186004306,84.83219919007455,85.98015682473401,82.8326818288905,897.9044133298602,123.23956738977617,87.58500194001537,97.60433570332347,90.95894001605475,102.02137154053706,42.58414554581938,84.03099104632646,47.55820398845009,72.04961501020595,64.86830037228486,0.0,204.69179107613246,243.66310206999114,1454.7739400956398,87.72848471329007,112.47073004779926,100.18222088788139
Colorado,2013,82.1,74.4174606906895,126.43322843944182,93.93230169839583,0.0,111.17475392608291,82.3024515166207,75.45249537268823,86.44254835498162,86.44254835498162,90.81090914910482,68.48947188291184,71.78109162237078,87.79663901117206,90.69271733090201,967.9536938024024,107.50685665916646,71.12607540095209,80.734450520033,66.64318377413912,92.51627481315782,42.23221045866385,84.79490914674761,0.0,62.6277422781021,92.38818537870874,0.0,155.36846792525716,0.0,1542.9420576771936,91.2850449043694,104.16752178923691,104.27129112820307
Connecticut,2013,75.1,79.68595348295071,130.38426682817436,70.44922627379688,0.0,0.0,37.036103182479316,51.11298073633719,93.995780735514,93.995780735514,93.87884526900702,0.0,81.56942229814861,95.06256775692422,97.94813471737417,955.217460989213,110.78450472804347,89.34845835491501,96.39934390451701,96.36244140314712,100.75402531021982,46.1034964173747,93.96192635180141,0.0,64.84465350918536,90.42247930682132,0.0,157.83463408280093,0.0,1719.2782928403014,94.24884506360218,101.90301044599262,85.18896334003519
Delaware,2013,72.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.19202094692088,98.19202094692088,104.9234153006549,0.0,39.15332270311133,112.62189555915865,120.92362310786935,1069.8435563079186,98.98497168008619,0.0,98.20683160272671,54.93559743543901,0.0,54.901873596263,129.86607707159544,0.0,76.48343747237247,121.87377645702004,0.0,167.699298712976,0.0,0.0,113.21716608269192,128.32230945050924,72.24024091234983
District of Columbia,2013,80.5,55.977735917775284,116.16052862873717,90.01845579429602,0.0,0.0,52.26205671305414,49.65260985815613,78.88931597444926,78.88931597444926,122.71744479608759,33.70966194237067,68.51831473044483,91.42960338404815,88.87886298428397,923.3768789562392,106.85132704539105,102.86829086914558,118.08919628303335,100.86535922572408,85.54587054641306,24.635456100887243,89.37841774927452,0.0,70.38693158689351,109.0966869897518,0.0,135.63913866490705,0.0,1204.9642736145702,74.68776401266588,107.18687024689595,100.86373259460166
Florida,2013,72.3,79.68595348295071,120.90177469521623,52.184612054664356,0.0,34.4641737170857,48.969958652389316,54.03372249269932,99.03126898920226,99.03126898920226,91.42449637308526,71.16484187833808,212.08049797518638,87.79663901117206,86.46039052212659,611.3391750330964,100.9515605214124,85.82154552511574,88.56689721227501,110.77177843539341,100.75402531021982,37.3051192384864,83.26707294590531,45.818269696189724,73.15807062574758,61.91974126445373,0.0,189.89479413086988,0.0,1395.9951950412703,88.32124474513662,107.9417073613107,59.29151848466449
Georgia,2013,72.8,74.4174606906895,116.95073630648368,48.270766150564526,0.0,0.0,32.50946834906517,43.81112634543188,82.24630814357475,82.24630814357475,93.26525804502657,14.982071974386965,130.51107567703778,86.58565088688003,84.04191805996919,668.6522226924491,96.36285322498456,69.950437791019,77.72197102301685,100.86535922572408,103.28871777085429,38.36092449995299,84.79490914674761,0.0,78.70034870345573,82.55965501927164,0.0,154.1353848464853,0.0,1631.1101752587476,81.20812436297797,111.71589293338451,47.705819470419705
Idaho,2013,76.3,122.49245742007298,133.54509753916042,130.46153013666088,0.0,0.0,0.0,92.97694591086099,167.849608456275,167.849608456275,100.01471750881139,0.0,29.3649920273335,110.19991931057459,99.15737094845286,910.6406461430497,77.35249442549781,0.0,85.55441771525885,78.35077011283924,0.0,66.51573147239556,109.24028836022441,0.0,80.36303212676818,136.61657199617568,0.0,198.52637568227306,0.0,0.0,109.06784585976604,117.7545898487026,73.6032643257904
Illinois,2013,74.9,69.80752949746095,124.06260540620228,65.88307271901375,0.0,74.48708513047555,52.26205671305414,49.16581956542911,83.9248042281375,83.9248042281375,106.15058974861577,37.990253935052664,75.04386851429672,85.374662762588,87.66962675320528,891.5362969232655,114.71768241069591,65.24788735128662,76.51697922421037,135.98811824182442,98.21933284958536,41.176405197197255,81.73923674506302,51.90803971910101,77.03766528014329,104.18242181003326,0.0,170.16546487051974,0.0,1469.468626359232,80.02260429928486,108.69654447572547,74.96628773923096
Indiana,2013,69,108.66266384038732,135.91572057239995,61.31691916423062,0.0,0.0,50.204495425138624,58.41483512724251,83.9248042281375,83.9248042281375,95.10601971696788,0.0,45.67887648696322,98.0900380676543,98.55275283291353,878.8000641100759,88.4964978596797,53.4915112519557,60.24958994032313,82.8536879354162,119.13054564981967,54.901873596263,92.43409015095912,0.0,72.04961501020595,129.73660074456973,0.0,156.60155100402906,0.0,2013.172018112148,96.6198851909884,110.96105581896975,54.52093653762252
Iowa,2013,71.5,110.63834863748528,129.59405915042785,74.36307217789671,0.0,0.0,0.0,70.58459244541802,90.63878856638851,90.63878856638851,95.10601971696788,0.0,29.3649920273335,97.48454400550828,87.66962675320528,1006.162392241971,79.97461288059944,45.26204798242405,64.46706123614575,37.82450970964653,112.79381449823352,58.06928938066279,97.01759875348601,0.0,73.7122984335184,162.17075093071216,0.0,198.52637568227306,0.0,2468.70729228351,93.65608503175562,111.71589293338451,62.699077018265896
Kansas,2013,73.5,86.93013107230986,121.69198237296274,48.270766150564526,0.0,0.0,0.0,46.245077809066984,88.96029248182576,88.96029248182576,93.26525804502657,33.70966194237067,78.30664540622266,85.98015682473401,85.2511542910479,917.0087625496444,81.28567210815024,49.376779617189875,63.86456533674252,55.8361809999544,102.65504465569568,43.63995080728598,90.14233584969567,0.0,82.57994335785143,113.02809913352665,0.0,187.42862797332612,0.0,0.0,86.54296464959697,108.69654447572547,51.794889710741394
Kentucky,2013,69.8,93.51574706263636,140.65696663887903,46.966150849197916,0.0,0.0,0.0,0.0,83.9248042281375,83.9248042281375,98.17395583687008,0.0,39.15332270311133,93.8515796326322,93.1111897930594,834.2232492639126,70.14166867396835,45.8498667873906,63.26206943733929,66.64318377413912,118.49687253466105,47.51123676599683,97.78151685390716,0.0,76.48343747237247,121.87377645702004,0.0,162.76696639788847,0.0,1719.2782928403014,93.65608503175562,109.45138159014023,51.113378004021115
Louisiana,2013,67.8,81.66163828004865,146.97862806085112,52.184612054664356,0.0,0.0,0.0,58.90162541996953,103.22750920060913,103.22750920060913,101.85547918075271,0.0,32.627768919259445,93.24608557048619,91.29733544644135,528.5536617473645,84.56332017702726,59.36969930162116,71.0945161295813,56.736764564469794,108.35810269212321,32.02609293115342,105.42069785811866,0.0,93.66449951326774,80.59394894738422,0.0,213.32337262753563,0.0,1160.8802148237933,87.72848471329007,126.81263522167971,49.06884288386027
Maine,2013,76.8,0.0,110.6290748845116,95.23691699976244,0.0,0.0,0.0,0.0,73.01457967847963,73.01457967847963,90.81090914910482,0.0,0.0,104.14497868911444,101.57584341061025,827.8551328573179,81.28567210815024,0.0,80.13195462062977,60.33909882253137,0.0,57.717354293507256,81.73923674506302,0.0,84.7968545889347,127.7708946726823,0.0,103.57897861683811,0.0,0.0,100.76920541391428,95.86431353067455,87.91501016691632
Maryland,2013,74.7,77.71026868585275,120.90177469521623,69.14461097243027,0.0,0.0,47.73542187964001,49.16581956542911,81.40706010129338,81.40706010129338,94.49243249298745,34.77980994054117,55.467207162741055,102.3284965026764,97.94813471737417,872.4319477034812,98.98497168008619,100.51701564927939,103.62929469735579,121.57878120957812,114.06116072855075,42.936080632974914,95.48976255264371,0.0,79.80880431899736,100.25100966625841,0.0,131.9398894285914,0.0,1572.3314302043782,91.2850449043694,106.4320331324812,71.55872920562956
Massachusetts,2013,76.5,61.24622871003649,116.95073630648368,88.7138404929294,0.0,0.0,55.55415477371897,45.27149722361295,80.567812059012,80.567812059012,107.99135142055708,54.57754790669537,45.67887648696322,88.40213307331807,88.87886298428397,967.9536938024024,102.91814936273862,85.82154552511574,109.05175779198487,128.78344972570127,92.51627481315782,39.41672976141959,82.50315484548418,47.55820398845009,70.38693158689351,87.47392019899019,0.0,156.60155100402906,0.0,1219.6589598781625,81.80088439482454,104.16752178923691,110.40489648868561
Michigan,2013,75.6,78.3688302848854,118.53115166197671,63.27384211628053,0.0,0.0,53.08508122822035,55.494093370880385,76.37157184760513,76.37157184760513,100.01471750881139,60.46336189663311,45.67887648696322,88.40213307331807,84.64653617550854,853.3275984836969,101.6070901351878,65.24788735128662,66.27454893435545,99.06419209669329,103.28871777085429,49.270912201774486,93.96192635180141,0.0,76.48343747237247,112.04524609758293,0.0,152.9023017677134,0.0,1939.6985867941862,84.17192452221074,102.65784756040739,69.51419408546872
Minnesota,2013,76.5,72.44177589359155,115.37032095099066,84.79999458882958,0.0,0.0,65.84196121329656,53.5469321999723,75.53232380532376,75.53232380532376,103.69624085269402,68.48947188291184,35.89054581118539,85.98015682473401,81.01882748227247,1133.524720373866,131.10592275508105,56.43060527678843,59.04459814151667,63.04084951607755,91.8826016979992,46.45543150453023,86.32274534758992,0.0,75.37498185683084,125.80518860079488,0.0,144.27072021631022,0.0,1836.83578294904,80.61536433113142,96.6191506450893,80.41838139299321
Mississippi,2013,61.9,79.02739188391806,132.75488986141391,0.0,0.0,0.0,0.0,0.0,88.96029248182576,88.96029248182576,80.99351356541781,0.0,55.467207162741055,93.24608557048619,89.48348109982332,407.5594500220642,61.619783694888085,0.0,59.04459814151667,63.04084951607755,0.0,35.89737888986427,86.32274534758992,0.0,85.90531020447634,82.55965501927164,0.0,176.33088026437918,0.0,1351.9111362504934,71.13120382158655,107.9417073613107,32.712561922573514
Missouri,2013,71.7,81.66163828004865,128.80385147268134,55.446150308080874,0.0,0.0,0.0,49.65260985815613,86.44254835498162,86.44254835498162,103.69624085269402,24.078329958836196,35.89054581118539,86.58565088688003,88.87886298428397,904.2725297364549,89.1520274734551,66.42352496121971,75.91448332480715,67.54376733865452,96.95198661926813,37.3051192384864,93.19800825138026,0.0,77.5918930879141,107.13098091786439,0.0,172.6316310280635,0.0,1190.2695873509779,85.35744458590386,110.20621870455498,55.88395995106308
Montana,2013,77.5,0.0,0.0,104.36922410932871,0.0,0.0,0.0,97.35805854540418,98.19202094692088,98.19202094692088,95.71960694094832,0.0,6.525553783851889,105.96146087555249,110.04049702816111,917.0087625496444,78.00802403927322,0.0,74.70949152600069,0.0,0.0,67.21960164670662,106.94853405896096,0.0,80.91725993453899,114.01095216947036,0.0,152.9023017677134,0.0,0.0,107.88232579607293,121.5287754207764,93.36710382067857
Nebraska,2013,74.7,98.12567825586491,146.97862806085112,83.49537928746297,0.0,0.0,0.0,0.0,99.87051703148363,99.87051703148363,106.15058974861577,17.65744196981321,45.67887648696322,98.69553212980031,93.1111897930594,1076.2116727145133,98.32944206631078,58.19406169168807,57.83960634271021,57.63734812898519,112.1601413830749,58.06928938066279,114.58771506317245,0.0,89.23067705110122,182.81066468553007,0.0,246.61661575437645,0.0,0.0,104.91852563684016,124.54812387843543,60.65454189810505
Nevada,2013,76.3,81.003076681016,137.49613592789296,65.88307271901375,0.0,0.0,0.0,0.0,125.04795829992489,125.04795829992489,89.58373470114394,0.0,84.83219919007455,84.769168700442,81.01882748227247,796.0145508243442,97.01838283875998,81.70681389034992,98.80932750212995,72.04668516123148,107.09075646180598,40.472535022886184,98.54543495432831,0.0,65.39888131695618,68.7997125160597,0.0,226.88728649402634,0.0,2938.937252718464,97.8054052546815,114.73524139104354,72.24024091234983
New Hampshire,2013,77.6,0.0,0.0,91.32307109566263,0.0,0.0,0.0,0.0,79.72856401673063,79.72856401673063,98.78754306085051,0.0,9.788330675777832,102.3284965026764,105.20355210384633,1273.6232813189506,91.11861631478132,83.47027030524956,100.61681520033963,81.05252080638542,0.0,60.53283499075152,92.43409015095912,0.0,69.27847597135188,129.73660074456973,0.0,140.5714709799946,0.0,0.0,108.47508582791949,116.99975273428782,103.58977942148279
New Jersey,2013,73.2,73.75889909165684,130.38426682817436,65.23076506833044,0.0,44.469901570433166,40.32820124314414,46.73186810179401,108.26299745429738,108.26299745429738,97.56036861288963,51.36710391218388,91.35775297392644,92.03509744619416,95.52966225521679,808.7507836375337,112.75109356936969,117.56376099330923,116.28170858482365,180.1167129030787,115.96218007402659,43.63995080728598,100.07327115517062,49.878116378130585,66.50733693249781,70.76541858794712,0.0,205.92487415490433,0.0,2292.371057120402,92.47056496806252,116.24491561987307,78.37384627283237
New Mexico,2013,75.7,97.46711665683226,0.0,64.57845741764714,0.0,0.0,0.0,0.0,114.97698179254839,114.97698179254839,86.51579858124175,0.0,91.35775297392644,102.93399056482241,106.41278833492503,649.5478734726648,95.05179399743375,0.0,89.77188901108147,39.625676838677315,0.0,57.01348411919619,116.8794693644359,0.0,73.7122984335184,90.42247930682132,0.0,225.65420341525444,0.0,0.0,96.6198851909884,119.26426407753212,91.32256870051772
New York,2013,73.3,65.85615990326504,119.32135933972322,82.19076398609636,0.0,61.1461146593456,40.73971350072725,41.8639651745238,88.96029248182576,88.96029248182576,105.53700252463533,68.48947188291184,110.93441432548211,84.16367463829597,84.64653617550854,687.7565719122333,102.2626197489632,98.1657404294132,109.6542536913881,119.77761408054734,100.75402531021982,40.12059993573065,84.03099104632646,43.20836825779917,69.27847597135188,64.86830037228486,0.0,157.83463408280093,267.7616506263639,1689.8889203131168,82.98640445851764,105.67719601806643,100.18222088788139
North Carolina,2013,73.4,88.24725427037515,124.85281308394879,63.27384211628053,0.0,0.0,0.0,52.57335161451826,88.96029248182576,88.96029248182576,91.42449637308526,36.920105936882166,52.20443027081511,98.0900380676543,93.1111897930594,764.1739687913704,86.5299090183535,67.5991625711528,84.95192181585561,67.54376733865452,121.66523811045413,45.047691155908105,92.43409015095912,0.0,77.5918930879141,116.95951127730149,0.0,162.76696639788847,0.0,1998.4773318485557,90.69228487252285,113.98040427662879,64.06210043170645
North Dakota,2013,72.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.88720634220626,125.88720634220626,106.15058974861577,0.0,0.0,116.25485993203472,107.01740645046438,1133.524720373866,94.39626438365835,0.0,65.67205303495221,0.0,0.0,65.45992621092897,152.78362008422994,0.0,80.36303212676818,182.81066468553007,0.0,218.25570494262317,0.0,0.0,109.06784585976604,138.89002905231587,61.33605360482534
Ohio,2013,71.5,88.9058158694078,137.49613592789296,62.62153446559722,0.0,0.0,38.68215221281173,49.16581956542911,91.47803660866988,91.47803660866988,100.62830473279183,40.13054993139366,42.416099595037274,90.82410932190213,92.50657167752006,955.217460989213,92.42967554233213,57.01842408175498,62.057077638532824,78.35077011283924,105.82341023148875,54.54993850910747,94.72584445222256,0.0,72.04961501020595,130.71945378051342,0.0,178.79704642192294,0.0,2027.8667043757403,94.24884506360218,110.96105581896975,63.38058872498618
